id,flight_iata,airline_name,dep_iata,arr_iata,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,flight_status,ingestion_time
3234,AK137,AirAsia,DMK,BLR,2026-05-28 20:25:00,2026-05-28 21:09:00,2026-05-28 22:40:00,2026-05-28 23:07:00,landed,2026-05-29 13:46:47.316019
3235,6E6922,IndiGo,COK,BLR,2026-05-28 19:35:00,2026-05-28 19:55:00,2026-05-28 20:50:00,2026-05-28 20:40:00,landed,2026-05-29 13:46:47.316019
3236,VS8661,Virgin Atlantic,COK,BLR,2026-05-28 19:35:00,2026-05-28 19:55:00,2026-05-28 20:50:00,2026-05-28 20:40:00,landed,2026-05-29 13:46:47.316019
3237,QF8388,Qantas,COK,BLR,2026-05-28 19:35:00,2026-05-28 19:55:00,2026-05-28 20:50:00,2026-05-28 20:40:00,landed,2026-05-29 13:46:47.316019
3238,JL9011,Japan Airlines,COK,BLR,2026-05-28 19:35:00,2026-05-28 19:55:00,2026-05-28 20:50:00,2026-05-28 20:40:00,landed,2026-05-29 13:46:47.316019
3239,AF3782,Air France,COK,BLR,2026-05-28 19:35:00,2026-05-28 19:55:00,2026-05-28 20:50:00,2026-05-28 20:40:00,landed,2026-05-29 13:46:47.316019
3240,9I508,Alliance Air,COK,BLR,2026-05-28 18:50:00,2026-05-28 18:50:00,2026-05-28 20:15:00,2026-05-28 19:52:00,landed,2026-05-29 13:46:47.316019
3241,QP1510,Akasa Air,CCU,BLR,2026-05-28 19:05:00,2026-05-28 19:27:00,2026-05-28 22:00:00,2026-05-28 21:31:00,landed,2026-05-29 13:46:47.316019
3242,6E6251,IndiGo,CCU,BLR,2026-05-28 19:00:00,2026-05-28 19:10:00,2026-05-28 21:40:00,2026-05-28 21:12:00,landed,2026-05-29 13:46:47.316019
3243,VS8622,Virgin Atlantic,CCU,BLR,2026-05-28 19:00:00,2026-05-28 19:10:00,2026-05-28 21:40:00,2026-05-28 21:12:00,landed,2026-05-29 13:46:47.316019
3244,QF5116,Qantas,CCU,BLR,2026-05-28 19:00:00,2026-05-28 19:10:00,2026-05-28 21:40:00,2026-05-28 21:12:00,landed,2026-05-29 13:46:47.316019
3245,KL4732,KLM,CCU,BLR,2026-05-28 19:00:00,2026-05-28 19:10:00,2026-05-28 21:40:00,2026-05-28 21:12:00,landed,2026-05-29 13:46:47.316019
3246,JL9792,Japan Airlines,CCU,BLR,2026-05-28 19:00:00,2026-05-28 19:10:00,2026-05-28 21:40:00,2026-05-28 21:12:00,landed,2026-05-29 13:46:47.316019
3247,QP1133,Akasa Air,BOM,BLR,2026-05-28 18:45:00,2026-05-28 19:09:00,2026-05-28 20:40:00,2026-05-28 20:27:00,landed,2026-05-29 13:46:47.316019
3248,VS8438,Virgin Atlantic,DEL,BLR,2026-05-28 15:45:00,2026-05-28 16:16:00,2026-05-28 18:40:00,2026-05-28 18:36:00,landed,2026-05-29 13:46:47.316019
3249,QF5034,Qantas,DEL,BLR,2026-05-28 15:45:00,2026-05-28 16:16:00,2026-05-28 18:40:00,2026-05-28 18:36:00,landed,2026-05-29 13:46:47.316019
3250,JL9720,Japan Airlines,DEL,BLR,2026-05-28 15:45:00,2026-05-28 16:16:00,2026-05-28 18:40:00,2026-05-28 18:36:00,landed,2026-05-29 13:46:47.316019
3251,IX2983,Air India Express,TRV,BLR,2026-05-28 19:05:00,2026-05-28 19:42:00,2026-05-28 20:30:00,2026-05-28 20:54:00,landed,2026-05-29 13:46:47.316019
3252,AI9875,Air India,TRV,BLR,2026-05-28 19:05:00,2026-05-28 19:42:00,2026-05-28 20:30:00,2026-05-28 20:54:00,landed,2026-05-29 13:46:47.316019
3253,6E189,IndiGo,MAA,BLR,2026-05-28 19:05:00,2026-05-28 19:12:00,2026-05-28 20:10:00,2026-05-28 19:45:00,landed,2026-05-29 13:46:47.316019
3254,VS9419,Virgin Atlantic,MAA,BLR,2026-05-28 19:05:00,2026-05-28 19:12:00,2026-05-28 20:10:00,2026-05-28 19:45:00,landed,2026-05-29 13:46:47.316019
3255,QF5236,Qantas,MAA,BLR,2026-05-28 19:05:00,2026-05-28 19:12:00,2026-05-28 20:10:00,2026-05-28 19:45:00,landed,2026-05-29 13:46:47.316019
3256,KL4701,KLM,MAA,BLR,2026-05-28 19:05:00,2026-05-28 19:12:00,2026-05-28 20:10:00,2026-05-28 19:45:00,landed,2026-05-29 13:46:47.316019
3257,JL9654,Japan Airlines,MAA,BLR,2026-05-28 19:05:00,2026-05-28 19:12:00,2026-05-28 20:10:00,2026-05-28 19:45:00,landed,2026-05-29 13:46:47.316019
3258,BA8299,British Airways,MAA,BLR,2026-05-28 19:05:00,2026-05-28 19:12:00,2026-05-28 20:10:00,2026-05-28 19:45:00,landed,2026-05-29 13:46:47.316019
3259,AF6512,Air France,MAA,BLR,2026-05-28 19:05:00,2026-05-28 19:12:00,2026-05-28 20:10:00,2026-05-28 19:45:00,landed,2026-05-29 13:46:47.316019
3260,MH192,Malaysia Airlines,KUL,BLR,2026-05-28 22:00:00,2026-05-28 22:34:00,2026-05-28 23:45:00,2026-05-28 23:47:00,landed,2026-05-29 13:46:47.316019
3261,6E1038,IndiGo,KUL,BLR,2026-05-28 21:55:00,2026-05-28 22:13:00,2026-05-28 23:50:00,2026-05-28 23:30:00,landed,2026-05-29 13:46:47.316019
3262,6E5034,IndiGo,STV,BLR,2026-05-28 19:05:00,2026-05-28 19:07:00,2026-05-28 21:05:00,2026-05-28 20:35:00,landed,2026-05-29 13:46:47.316019
3263,KL4527,KLM,STV,BLR,2026-05-28 19:05:00,2026-05-28 19:07:00,2026-05-28 21:05:00,2026-05-28 20:35:00,landed,2026-05-29 13:46:47.316019
3264,VS9540,Virgin Atlantic,STV,BLR,2026-05-28 19:05:00,2026-05-28 19:07:00,2026-05-28 21:05:00,2026-05-28 20:35:00,landed,2026-05-29 13:46:47.316019
3265,JL9747,Japan Airlines,STV,BLR,2026-05-28 19:05:00,2026-05-28 19:07:00,2026-05-28 21:05:00,2026-05-28 20:35:00,landed,2026-05-29 13:46:47.316019
3266,IX2874,Air India Express,PNQ,BLR,2026-05-28 18:55:00,2026-05-28 19:15:00,2026-05-28 20:40:00,2026-05-28 20:22:00,landed,2026-05-29 13:46:47.316019
3267,AI9807,Air India,PNQ,BLR,2026-05-28 18:55:00,2026-05-28 19:15:00,2026-05-28 20:40:00,2026-05-28 20:22:00,landed,2026-05-29 13:46:47.316019
3268,VS8697,Virgin Atlantic,DEL,BLR,2026-05-28 13:15:00,2026-05-28 13:45:00,2026-05-28 16:10:00,2026-05-28 16:05:00,landed,2026-05-29 13:46:47.316019
3269,QF4205,Qantas,DEL,BLR,2026-05-28 13:15:00,2026-05-28 13:45:00,2026-05-28 16:10:00,2026-05-28 16:05:00,landed,2026-05-29 13:46:47.316019
3270,JL9207,Japan Airlines,DEL,BLR,2026-05-28 13:15:00,2026-05-28 13:45:00,2026-05-28 16:10:00,2026-05-28 16:05:00,landed,2026-05-29 13:46:47.316019
3271,ET1088,Ethiopian Airlines,DEL,BLR,2026-05-28 13:00:00,2026-05-28 13:24:00,2026-05-28 15:55:00,2026-05-28 15:35:00,landed,2026-05-29 13:46:47.316019
3272,6E808,IndiGo,BDQ,BLR,2026-05-28 18:20:00,2026-05-28 18:46:00,2026-05-28 20:35:00,2026-05-28 20:25:00,landed,2026-05-29 13:46:47.316019
3273,KL4507,KLM,BDQ,BLR,2026-05-28 18:20:00,2026-05-28 18:46:00,2026-05-28 20:35:00,2026-05-28 20:25:00,landed,2026-05-29 13:46:47.316019
3274,VS8307,Virgin Atlantic,BDQ,BLR,2026-05-28 18:20:00,2026-05-28 18:46:00,2026-05-28 20:35:00,2026-05-28 20:25:00,landed,2026-05-29 13:46:47.316019
3275,6E388,IndiGo,IXE,BLR,2026-05-28 18:30:00,2026-05-28 18:40:00,2026-05-28 19:35:00,2026-05-28 19:28:00,landed,2026-05-29 13:46:47.316019
3276,VS9226,Virgin Atlantic,IXE,BLR,2026-05-28 18:30:00,2026-05-28 18:40:00,2026-05-28 19:35:00,2026-05-28 19:28:00,landed,2026-05-29 13:46:47.316019
3277,QF8896,Qantas,IXE,BLR,2026-05-28 18:30:00,2026-05-28 18:40:00,2026-05-28 19:35:00,2026-05-28 19:28:00,landed,2026-05-29 13:46:47.316019
3278,AF6503,Air France,IXE,BLR,2026-05-28 18:30:00,2026-05-28 18:40:00,2026-05-28 19:35:00,2026-05-28 19:28:00,landed,2026-05-29 13:46:47.316019
3279,AI2487,Air India,DEL,BLR,2026-05-28 18:30:00,2026-05-28 19:21:00,2026-05-28 21:25:00,2026-05-28 21:38:00,landed,2026-05-29 13:46:47.316019
3280,6E811,IndiGo,DEL,BLR,2026-05-28 18:20:00,2026-05-28 20:08:00,2026-05-28 21:10:00,,scheduled,2026-05-29 13:46:47.316019
3281,AI2813,Air India,DEL,BLR,2026-05-28 18:00:00,2026-05-28 19:03:00,2026-05-28 20:55:00,2026-05-28 21:16:00,landed,2026-05-29 13:46:47.316019
3282,IX2017,Air India Express,DED,BLR,2026-05-28 17:40:00,2026-05-28 18:51:00,2026-05-28 20:55:00,2026-05-28 21:25:00,landed,2026-05-29 13:46:47.316019
3283,AI9411,Air India,DED,BLR,2026-05-28 17:40:00,2026-05-28 18:51:00,2026-05-28 20:55:00,2026-05-28 21:25:00,landed,2026-05-29 13:46:47.316019
3284,6E5047,IndiGo,BOM,BLR,2026-05-28 18:30:00,2026-05-28 19:18:00,2026-05-28 20:25:00,2026-05-28 20:31:00,landed,2026-05-29 13:46:47.316019
3285,VS8493,Virgin Atlantic,BOM,BLR,2026-05-28 18:30:00,2026-05-28 19:18:00,2026-05-28 20:25:00,2026-05-28 20:31:00,landed,2026-05-29 13:46:47.316019
3286,QF5076,Qantas,BOM,BLR,2026-05-28 18:30:00,2026-05-28 19:18:00,2026-05-28 20:25:00,2026-05-28 20:31:00,landed,2026-05-29 13:46:47.316019
3287,JL9768,Japan Airlines,BOM,BLR,2026-05-28 18:30:00,2026-05-28 19:18:00,2026-05-28 20:25:00,2026-05-28 20:31:00,landed,2026-05-29 13:46:47.316019
3288,AI2641,Air India,BOM,BLR,2026-05-28 18:30:00,2026-05-28 18:45:00,2026-05-28 20:35:00,2026-05-28 20:03:00,landed,2026-05-29 13:46:47.316019
3289,QP1173,Akasa Air,BOM,BLR,2026-05-28 18:10:00,2026-05-28 18:35:00,2026-05-28 20:05:00,2026-05-28 19:54:00,landed,2026-05-29 13:46:47.316019
3290,SQ4873,Singapore Airlines,BOM,BLR,2026-05-28 15:25:00,2026-05-28 15:38:00,2026-05-28 17:35:00,2026-05-28 16:57:00,landed,2026-05-29 13:46:47.316019
3291,ET4405,Ethiopian Airlines,BOM,BLR,2026-05-28 15:25:00,2026-05-28 15:38:00,2026-05-28 17:35:00,2026-05-28 16:57:00,landed,2026-05-29 13:46:47.316019
3292,6E6548,IndiGo,ISK,BLR,2026-05-28 16:35:00,2026-05-28 16:54:00,2026-05-28 18:25:00,,,2026-05-29 13:46:47.316019
3293,6E942,IndiGo,AGR,BLR,2026-05-28 15:45:00,2026-05-28 16:02:00,2026-05-28 18:25:00,2026-05-28 18:08:00,landed,2026-05-29 13:46:47.316019
3294,6E7576,IndiGo,CNN,BLR,2026-05-28 16:40:00,2026-05-28 17:03:00,2026-05-28 18:10:00,2026-05-28 18:07:00,landed,2026-05-29 13:46:47.316019
3295,QP1905,Akasa Air,AMD,BLR,2026-05-28 18:15:00,2026-05-28 18:35:00,2026-05-28 20:40:00,2026-05-28 20:21:00,landed,2026-05-29 13:46:47.316019
3296,6E6276,IndiGo,PAT,BLR,2026-05-28 17:55:00,2026-05-28 18:25:00,2026-05-28 20:30:00,2026-05-28 20:34:00,landed,2026-05-29 13:46:47.316019
3297,VS9502,Virgin Atlantic,PAT,BLR,2026-05-28 17:55:00,2026-05-28 18:25:00,2026-05-28 20:30:00,2026-05-28 20:34:00,landed,2026-05-29 13:46:47.316019
3298,QF5998,Qantas,PAT,BLR,2026-05-28 17:55:00,2026-05-28 18:25:00,2026-05-28 20:30:00,2026-05-28 20:34:00,landed,2026-05-29 13:46:47.316019
3299,S5184,Star Air,NDC,BLR,2026-05-28 18:45:00,,2026-05-28 20:15:00,,scheduled,2026-05-29 13:46:47.316019
3300,6E909,IndiGo,NAG,BLR,2026-05-28 17:50:00,2026-05-28 18:16:00,2026-05-28 19:35:00,2026-05-28 19:32:00,landed,2026-05-29 13:46:47.316019
3301,VS9489,Virgin Atlantic,NAG,BLR,2026-05-28 17:50:00,2026-05-28 18:16:00,2026-05-28 19:35:00,2026-05-28 19:32:00,landed,2026-05-29 13:46:47.316019
3302,QF8913,Qantas,NAG,BLR,2026-05-28 17:50:00,2026-05-28 18:16:00,2026-05-28 19:35:00,2026-05-28 19:32:00,landed,2026-05-29 13:46:47.316019
3303,CX623,Cathay Pacific,HKG,BLR,2026-05-28 20:35:00,2026-05-28 20:57:00,2026-05-29 00:10:00,2026-05-28 23:25:00,landed,2026-05-29 13:46:47.316019
3304,6E6417,IndiGo,HYD,BLR,2026-05-28 17:45:00,2026-05-28 18:03:00,2026-05-28 19:05:00,2026-05-28 18:48:00,landed,2026-05-29 13:46:47.316019
3305,VS8533,Virgin Atlantic,HYD,BLR,2026-05-28 17:45:00,2026-05-28 18:03:00,2026-05-28 19:05:00,2026-05-28 18:48:00,landed,2026-05-29 13:46:47.316019
3306,QF5094,Qantas,HYD,BLR,2026-05-28 17:45:00,2026-05-28 18:03:00,2026-05-28 19:05:00,2026-05-28 18:48:00,landed,2026-05-29 13:46:47.316019
3307,JL9615,Japan Airlines,HYD,BLR,2026-05-28 17:45:00,2026-05-28 18:03:00,2026-05-28 19:05:00,2026-05-28 18:48:00,landed,2026-05-29 13:46:47.316019
3308,6E6303,IndiGo,GOP,BLR,2026-05-28 18:00:00,2026-05-28 18:06:00,2026-05-28 20:35:00,2026-05-28 20:13:00,landed,2026-05-29 13:46:47.316019
3309,IX1982,Air India Express,VNS,BLR,2026-05-28 18:25:00,2026-05-28 18:40:00,2026-05-28 21:00:00,2026-05-28 20:41:00,landed,2026-05-29 13:46:47.316019
3310,AI9902,Air India,VNS,BLR,2026-05-28 18:25:00,2026-05-28 18:40:00,2026-05-28 21:00:00,2026-05-28 20:41:00,landed,2026-05-29 13:46:47.316019
3311,6E6597,IndiGo,VNS,BLR,2026-05-28 18:15:00,2026-05-28 19:05:00,2026-05-28 20:45:00,2026-05-28 21:01:00,landed,2026-05-29 13:46:47.316019
3312,VS8456,Virgin Atlantic,VNS,BLR,2026-05-28 18:15:00,2026-05-28 19:05:00,2026-05-28 20:45:00,2026-05-28 21:01:00,landed,2026-05-29 13:46:47.316019
3313,JL9705,Japan Airlines,VNS,BLR,2026-05-28 18:15:00,2026-05-28 19:05:00,2026-05-28 20:45:00,2026-05-28 21:01:00,landed,2026-05-29 13:46:47.316019
3314,QP1424,Akasa Air,VNS,BLR,2026-05-28 17:50:00,2026-05-28 18:12:00,2026-05-28 20:30:00,2026-05-28 20:08:00,landed,2026-05-29 13:46:47.316019
3315,6E365,IndiGo,MAA,BLR,2026-05-28 17:45:00,2026-05-28 18:00:00,2026-05-28 18:45:00,2026-05-28 18:36:00,landed,2026-05-29 13:46:47.316019
3316,VS9424,Virgin Atlantic,MAA,BLR,2026-05-28 17:45:00,2026-05-28 18:00:00,2026-05-28 18:45:00,2026-05-28 18:36:00,landed,2026-05-29 13:46:47.316019
3317,QF5238,Qantas,MAA,BLR,2026-05-28 17:45:00,2026-05-28 18:00:00,2026-05-28 18:45:00,2026-05-28 18:36:00,landed,2026-05-29 13:46:47.316019
3318,JL9655,Japan Airlines,MAA,BLR,2026-05-28 17:45:00,2026-05-28 18:00:00,2026-05-28 18:45:00,2026-05-28 18:36:00,landed,2026-05-29 13:46:47.316019
3319,BA119,British Airways,LHR,BLR,2026-05-28 14:00:00,2026-05-28 14:38:00,2026-05-29 04:50:00,2026-05-29 04:24:00,landed,2026-05-29 13:46:47.316019
3320,OD241,Batik Air Malaysia,KUL,BLR,2026-05-28 20:40:00,,2026-05-28 22:20:00,,active,2026-05-29 13:46:47.316019
3321,6E517,IndiGo,IXU,BLR,2026-05-28 17:50:00,2026-05-28 18:23:00,2026-05-28 19:30:00,2026-05-28 19:36:00,landed,2026-05-29 13:46:47.316019
3322,JL9017,Japan Airlines,IXU,BLR,2026-05-28 17:50:00,2026-05-28 18:23:00,2026-05-28 19:30:00,2026-05-28 19:36:00,landed,2026-05-29 13:46:47.316019
3323,VS8717,Virgin Atlantic,DEL,BLR,2026-05-28 12:15:00,2026-05-28 12:51:00,2026-05-28 15:20:00,2026-05-28 15:12:00,landed,2026-05-29 13:46:47.316019
3324,QF5261,Qantas,DEL,BLR,2026-05-28 12:15:00,2026-05-28 12:51:00,2026-05-28 15:20:00,2026-05-28 15:12:00,landed,2026-05-29 13:46:47.316019
3325,JL9066,Japan Airlines,DEL,BLR,2026-05-28 12:15:00,2026-05-28 12:51:00,2026-05-28 15:20:00,2026-05-28 15:12:00,landed,2026-05-29 13:46:47.316019
3326,VS8503,Virgin Atlantic,BOM,BLR,2026-05-28 14:30:00,2026-05-28 14:46:00,2026-05-28 16:25:00,2026-05-28 16:08:00,landed,2026-05-29 13:46:47.316019
3327,QF5052,Qantas,BOM,BLR,2026-05-28 14:30:00,2026-05-28 14:46:00,2026-05-28 16:25:00,2026-05-28 16:08:00,landed,2026-05-29 13:46:47.316019
3328,JL9762,Japan Airlines,BOM,BLR,2026-05-28 14:30:00,2026-05-28 14:46:00,2026-05-28 16:25:00,2026-05-28 16:08:00,landed,2026-05-29 13:46:47.316019
3329,JL9612,Japan Airlines,HYD,BLR,2026-05-28 16:30:00,2026-05-28 16:49:00,2026-05-28 17:50:00,2026-05-28 17:35:00,landed,2026-05-29 13:46:47.316019
3330,6E7012,IndiGo,CJB,BLR,2026-05-28 17:30:00,,2026-05-28 18:45:00,,cancelled,2026-05-29 13:46:47.316019
3331,JL9293,Japan Airlines,CJB,BLR,2026-05-28 17:30:00,,2026-05-28 18:45:00,,cancelled,2026-05-29 13:46:47.316019
3332,IX2115,Air India Express,COK,BLR,2026-05-28 17:35:00,2026-05-28 17:36:00,2026-05-28 18:50:00,2026-05-28 18:23:00,landed,2026-05-29 13:46:47.316019
3333,AI9454,Air India,COK,BLR,2026-05-28 17:35:00,2026-05-28 17:36:00,2026-05-28 18:50:00,2026-05-28 18:23:00,landed,2026-05-29 13:46:47.316019
3334,6E757,IndiGo,CCU,BLR,2026-05-28 17:00:00,2026-05-28 17:04:00,2026-05-28 19:40:00,2026-05-28 19:06:00,landed,2026-05-29 13:46:47.316019
3335,VS8619,Virgin Atlantic,CCU,BLR,2026-05-28 17:00:00,2026-05-28 17:04:00,2026-05-28 19:40:00,2026-05-28 19:06:00,landed,2026-05-29 13:46:47.316019
3336,QF5114,Qantas,CCU,BLR,2026-05-28 17:00:00,2026-05-28 17:04:00,2026-05-28 19:40:00,2026-05-28 19:06:00,landed,2026-05-29 13:46:47.316019
3337,JL9790,Japan Airlines,CCU,BLR,2026-05-28 17:00:00,2026-05-28 17:04:00,2026-05-28 19:40:00,2026-05-28 19:06:00,landed,2026-05-29 13:46:47.316019
3338,AI2849,Air India,BOM,BLR,2026-05-28 17:30:00,2026-05-28 17:58:00,2026-05-28 19:35:00,2026-05-28 19:13:00,landed,2026-05-29 13:46:47.316019
3339,6E5221,IndiGo,BOM,BLR,2026-05-28 17:00:00,2026-05-28 17:30:00,2026-05-28 18:55:00,2026-05-28 18:42:00,landed,2026-05-29 13:46:47.316019
3340,VS8497,Virgin Atlantic,BOM,BLR,2026-05-28 17:00:00,2026-05-28 17:30:00,2026-05-28 18:55:00,2026-05-28 18:42:00,landed,2026-05-29 13:46:47.316019
3341,QF5074,Qantas,BOM,BLR,2026-05-28 17:00:00,2026-05-28 17:30:00,2026-05-28 18:55:00,2026-05-28 18:42:00,landed,2026-05-29 13:46:47.316019
3342,JL9766,Japan Airlines,BOM,BLR,2026-05-28 17:00:00,2026-05-28 17:30:00,2026-05-28 18:55:00,2026-05-28 18:42:00,landed,2026-05-29 13:46:47.316019
3343,BA7973,British Airways,BOM,BLR,2026-05-28 17:00:00,2026-05-28 17:30:00,2026-05-28 18:55:00,2026-05-28 18:42:00,landed,2026-05-29 13:46:47.316019
3344,6E332,IndiGo,BEK,BLR,2026-05-28 14:45:00,2026-05-28 14:42:00,2026-05-28 17:35:00,2026-05-28 16:58:00,landed,2026-05-29 13:46:47.316019
3345,VS8711,Virgin Atlantic,DEL,BLR,2026-05-28 14:30:00,2026-05-28 14:49:00,2026-05-28 17:25:00,2026-05-28 17:00:00,landed,2026-05-29 13:46:47.316019
3346,QF5044,Qantas,DEL,BLR,2026-05-28 14:30:00,2026-05-28 14:49:00,2026-05-28 17:25:00,2026-05-28 17:00:00,landed,2026-05-29 13:46:47.316019
3347,JL9030,Japan Airlines,DEL,BLR,2026-05-28 14:30:00,2026-05-28 14:49:00,2026-05-28 17:25:00,2026-05-28 17:00:00,landed,2026-05-29 13:46:47.316019
3348,6E509,IndiGo,RDP,BLR,2026-05-28 14:25:00,2026-05-28 14:24:00,2026-05-28 17:05:00,2026-05-28 16:31:00,landed,2026-05-29 13:46:47.316019
3349,IX2002,Air India Express,AMD,BLR,2026-05-28 17:10:00,2026-05-28 17:50:00,2026-05-28 19:30:00,2026-05-28 19:40:00,landed,2026-05-29 13:46:47.316019
3350,AI9435,Air India,AMD,BLR,2026-05-28 17:10:00,2026-05-28 17:50:00,2026-05-28 19:30:00,2026-05-28 19:40:00,landed,2026-05-29 13:46:47.316019
3351,6E863,IndiGo,AMD,BLR,2026-05-28 16:55:00,2026-05-28 17:02:00,2026-05-28 19:15:00,2026-05-28 18:50:00,landed,2026-05-29 13:46:47.316019
3352,VS8267,Virgin Atlantic,AMD,BLR,2026-05-28 16:55:00,2026-05-28 17:02:00,2026-05-28 19:15:00,2026-05-28 18:50:00,landed,2026-05-29 13:46:47.316019
3353,QF8394,Qantas,AMD,BLR,2026-05-28 16:55:00,2026-05-28 17:02:00,2026-05-28 19:15:00,2026-05-28 18:50:00,landed,2026-05-29 13:46:47.316019
3354,JL9740,Japan Airlines,AMD,BLR,2026-05-28 16:55:00,2026-05-28 17:02:00,2026-05-28 19:15:00,2026-05-28 18:50:00,landed,2026-05-29 13:46:47.316019
3355,6E7224,IndiGo,VGA,BLR,2026-05-28 17:20:00,2026-05-28 18:05:00,2026-05-28 19:10:00,2026-05-28 19:20:00,landed,2026-05-29 13:46:47.316019
3356,6E6428,IndiGo,TRV,BLR,2026-05-28 16:50:00,2026-05-28 16:52:00,2026-05-28 18:05:00,2026-05-28 17:45:00,landed,2026-05-29 13:46:47.316019
3357,VS9559,Virgin Atlantic,TRV,BLR,2026-05-28 16:50:00,2026-05-28 16:52:00,2026-05-28 18:05:00,2026-05-28 17:45:00,landed,2026-05-29 13:46:47.316019
3358,QF8950,Qantas,TRV,BLR,2026-05-28 16:50:00,2026-05-28 16:52:00,2026-05-28 18:05:00,2026-05-28 17:45:00,landed,2026-05-29 13:46:47.316019
3359,KL4702,KLM,TRV,BLR,2026-05-28 16:50:00,2026-05-28 16:52:00,2026-05-28 18:05:00,2026-05-28 17:45:00,landed,2026-05-29 13:46:47.316019
3360,JL9693,Japan Airlines,TRV,BLR,2026-05-28 16:50:00,2026-05-28 16:52:00,2026-05-28 18:05:00,2026-05-28 17:45:00,landed,2026-05-29 13:46:47.316019
3361,BA8819,British Airways,TRV,BLR,2026-05-28 16:50:00,2026-05-28 16:52:00,2026-05-28 18:05:00,2026-05-28 17:45:00,landed,2026-05-29 13:46:47.316019
3362,AF3354,Air France,TRV,BLR,2026-05-28 16:50:00,2026-05-28 16:52:00,2026-05-28 18:05:00,2026-05-28 17:45:00,landed,2026-05-29 13:46:47.316019
3363,SQ510,Singapore Airlines,SIN,BLR,2026-05-28 20:05:00,2026-05-28 20:39:00,2026-05-28 21:50:00,2026-05-28 22:01:00,landed,2026-05-29 13:46:47.316019
3364,6E1092,IndiGo,SIN,BLR,2026-05-28 19:40:00,2026-05-28 20:20:00,2026-05-28 21:40:00,2026-05-28 21:57:00,landed,2026-05-29 13:46:47.316019
3365,QP1316,Akasa Air,PNQ,BLR,2026-05-28 17:35:00,2026-05-28 17:54:00,2026-05-28 19:15:00,2026-05-28 19:04:00,landed,2026-05-29 13:46:47.316019
3366,6E137,IndiGo,PNQ,BLR,2026-05-28 16:55:00,2026-05-28 17:25:00,2026-05-28 18:35:00,2026-05-28 18:32:00,landed,2026-05-29 13:46:47.316019
3367,VS9514,Virgin Atlantic,PNQ,BLR,2026-05-28 16:55:00,2026-05-28 17:25:00,2026-05-28 18:35:00,2026-05-28 18:32:00,landed,2026-05-29 13:46:47.316019
3368,QF5250,Qantas,PNQ,BLR,2026-05-28 16:55:00,2026-05-28 17:25:00,2026-05-28 18:35:00,2026-05-28 18:32:00,landed,2026-05-29 13:46:47.316019
3369,JL9665,Japan Airlines,PNQ,BLR,2026-05-28 16:55:00,2026-05-28 17:25:00,2026-05-28 18:35:00,2026-05-28 18:32:00,landed,2026-05-29 13:46:47.316019
3370,6E435,IndiGo,LKO,BLR,2026-05-28 17:05:00,2026-05-28 17:18:00,2026-05-28 19:45:00,2026-05-28 19:26:00,landed,2026-05-29 13:46:47.316019
3371,KL4523,KLM,LKO,BLR,2026-05-28 17:05:00,2026-05-28 17:18:00,2026-05-28 19:45:00,2026-05-28 19:26:00,landed,2026-05-29 13:46:47.316019
3372,VS8375,Virgin Atlantic,LKO,BLR,2026-05-28 17:05:00,2026-05-28 17:18:00,2026-05-28 19:45:00,2026-05-28 19:26:00,landed,2026-05-29 13:46:47.316019
3373,QF8876,Qantas,LKO,BLR,2026-05-28 17:05:00,2026-05-28 17:18:00,2026-05-28 19:45:00,2026-05-28 19:26:00,landed,2026-05-29 13:46:47.316019
3374,JL9642,Japan Airlines,LKO,BLR,2026-05-28 17:05:00,2026-05-28 17:18:00,2026-05-28 19:45:00,2026-05-28 19:26:00,landed,2026-05-29 13:46:47.316019
3375,IX2176,Air India Express,IXR,BLR,2026-05-28 17:05:00,2026-05-28 17:20:00,2026-05-28 19:30:00,2026-05-28 19:15:00,landed,2026-05-29 13:46:47.316019
3376,AI9683,Air India,IXR,BLR,2026-05-28 17:05:00,2026-05-28 17:20:00,2026-05-28 19:30:00,2026-05-28 19:15:00,landed,2026-05-29 13:46:47.316019
3377,6E7163,IndiGo,IXM,BLR,2026-05-28 17:25:00,2026-05-28 17:48:00,2026-05-28 18:55:00,2026-05-28 18:53:00,landed,2026-05-29 13:46:47.316019
3378,6E429,IndiGo,IXC,BLR,2026-05-28 16:40:00,2026-05-28 17:27:00,2026-05-28 19:40:00,2026-05-28 19:51:00,landed,2026-05-29 13:46:47.316019
3379,VS9195,Virgin Atlantic,IXC,BLR,2026-05-28 16:40:00,2026-05-28 17:27:00,2026-05-28 19:40:00,2026-05-28 19:51:00,landed,2026-05-29 13:46:47.316019
3380,QF8881,Qantas,IXC,BLR,2026-05-28 16:40:00,2026-05-28 17:27:00,2026-05-28 19:40:00,2026-05-28 19:51:00,landed,2026-05-29 13:46:47.316019
3381,JL9622,Japan Airlines,IXC,BLR,2026-05-28 16:40:00,2026-05-28 17:27:00,2026-05-28 19:40:00,2026-05-28 19:51:00,landed,2026-05-29 13:46:47.316019
3382,IX1408,Air India Express,IXB,BLR,2026-05-28 17:00:00,2026-05-28 17:24:00,2026-05-28 20:05:00,2026-05-28 20:00:00,landed,2026-05-29 13:46:47.316019
3383,AI9634,Air India,IXB,BLR,2026-05-28 17:00:00,2026-05-28 17:24:00,2026-05-28 20:05:00,2026-05-28 20:00:00,landed,2026-05-29 13:46:47.316019
